country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
CAN,124071056,1,2,2,1,8,7,7,A religious person,5,Male,1962,57,Married,Full time
CAN,124071057,2,2,1,2,4,3,3,An atheist,3,Male,1995,25,Single,Student
CAN,124071058,2,3,1,2,9,7,8,Not a religious person,6,Female,1961,58,Divorced,Full time
CAN,124071059,2,1,1,1,8,8,7,Not a religious person,5,Male,1962,58,Married,Full time
CAN,124071061,1,2,2,3,7,5,7,A religious person,6,Female,1987,33,Single,Unemployed
CAN,124071062,1,1,2,3,8,8,9,Not a religious person,6,Male,1949,71,Married,Retired/pensioned
CAN,124071063,2,2,2,2,7,7,7,Not a religious person,7,Female,1995,24,Married,Full time
CAN,124071064,1,1,1,2,8,7,7,Not a religious person,5,Male,1975,44,Married,Full time
CAN,124071065,1,2,2,2,9,7,4,A religious person,4,Female,1971,48,Divorced,Full time
CAN,124071066,1,1,1,1,10,9,9,A religious person,6,Female,1993,27,Married,Full time
CAN,124071067,1,1,1,1,8,7,8,A religious person,6,Female,1998,22,Single,Unemployed
CAN,124071068,1,1,2,3,9,8,8,A religious person,8,Female,1976,44,Married,Homemaker not otherwise employed
CAN,124071069,1,2,2,2,6,8,8,Not a religious person,6,Male,1950,70,Married,Retired/pensioned
CAN,124071070,1,1,2,2,7,8,8,Not a religious person,5,Male,1955,65,Living together as married,Retired/pensioned
CAN,124071090,1,2,1,2,4,6,3,Not a religious person,6,Male,1971,49,Single,Unemployed
CAN,124071091,1,2,2,3,7,6,4,An atheist,6,Male,1948,71,Separated,Retired/pensioned
CAN,124071123,1,2,1,3,8,7,6,A religious person,1,Male,1957,63,Married,Full time
CAN,124071124,1,1,1,2,7,7,5,Not a religious person,5,Male,1950,70,Married,Retired/pensioned
CAN,124071126,2,2,1,1,8,7,8,Not a religious person,2,Female,1995,25,Single,Student
CAN,124071127,1,2,2,1,10,10,10,Not a religious person,5,Female,1954,66,Married,Retired/pensioned
CAN,124071156,1,1,1,2,9,9,7,Not a religious person,7,Male,1987,33,Married,Part time
CAN,124071157,1,3,2,1,7,6,5,A religious person,7,Female,1957,63,Married,Homemaker not otherwise employed
CAN,124071158,2,2,3,1,7,6,9,Not a religious person,5,Female,1995,25,Living together as married,Full time
CAN,124071159,1,1,2,1,7,6,5,A religious person,7,Female,2000,19,Single,Student
CAN,124071160,1,1,1,1,9,8,8,A religious person,1,Female,2000,19,Single,Student
CAN,124071161,1,1,1,1,8,4,2,Not a religious person,6,Female,1987,33,Married,Unemployed
CAN,124071162,1,1,1,2,6,7,4,Not a religious person,7,Female,1998,22,Living together as married,Full time
CAN,124071163,1,2,2,1,6,7,8,An atheist,5,Female,2001,19,Living together as married,Homemaker not otherwise employed
CAN,124071165,1,1,2,1,10,4,1,A religious person,9,Male,1968,52,Separated,Full time
CAN,124071166,1,1,1,1,9,8,7,Not a religious person,6,Male,1998,22,Living together as married,Full time
CAN,124071167,2,1,2,1,6,6,4,Not a religious person,3,Female,1994,26,Single,Full time
CAN,124071168,1,1,1,2,7,8,7,Not a religious person,6,Female,1990,30,Married,Homemaker not otherwise employed
CAN,124071169,1,2,2,2,5,6,6,A religious person,7,Male,1990,30,Married,Full time
CAN,124071170,2,1,1,1,10,10,10,A religious person,9,Male,1990,30,Married,Full time
CAN,124071171,1,1,2,2,7,7,5,A religious person,5,Female,1982,38,Married,Full time
CAN,124071172,1,1,1,3,9,7,8,Not a religious person,2,Female,1992,27,Single,Full time
CAN,124071173,1,1,1,1,6,7,5,Not a religious person,5,Male,1988,32,Married,Full time
CAN,124071174,2,2,2,1,8,9,10,A religious person,5,Female,1963,57,Single,Retired/pensioned
CAN,124071176,1,1,2,4,8,7,1,An atheist,7,Female,1959,61,Single,Other
CAN,124071177,4,3,1,2,6,6,6,Not a religious person,5,Female,2001,19,Single,Student
CAN,124071178,1,1,1,2,9,7,8,Not a religious person,7,Male,1944,75,Married,Retired/pensioned
CAN,124071179,1,1,1,1,8,8,7,An atheist,5,Female,1987,33,Single,Full time
CAN,124071180,1,1,1,1,8,9,9,An atheist,5,Female,1973,47,Living together as married,Full time
CAN,124071181,1,4,1,1,1,1,1,An atheist,5,Male,1996,24,Single,Unemployed
CAN,124071182,1,1,1,2,7,8,6,An atheist,2,Female,1990,29,Single,Full time
CAN,124071183,1,1,1,2,8,8,7,A religious person,5,Male,1964,56,Married,Full time
CAN,124071184,1,2,1,4,4,4,2,A religious person,3,Female,1967,53,Living together as married,Other
CAN,124071185,1,1,2,2,7,8,9,A religious person,4,Female,1963,57,Single,Full time
CAN,124071186,1,2,2,1,1,1,1,An atheist,3,Female,1992,28,Separated,Unemployed
CAN,124071187,1,2,1,2,7,7,7,Not a religious person,4,Female,1980,39,Married,Full time
CAN,124071189,1,1,1,3,8,7,5,A religious person,5,Female,1976,43,Single,Full time
CAN,124071190,1,1,1,1,10,7,7,A religious person,5,Female,1993,26,Living together as married,Student
CAN,124071191,1,2,1,1,7,7,6,An atheist,3,Male,1993,27,Married,Full time
CAN,124071192,1,1,1,3,7,8,8,An atheist,2,Male,1955,64,Divorced,Full time
CAN,124071193,3,1,1,1,8,7,8,A religious person,9,Male,1980,39,Married,Full time
CAN,124071194,1,2,1,1,5,4,2,Not a religious person,10,Female,1957,62,Living together as married,Full time
CAN,124071195,2,3,1,1,9,5,1,Not a religious person,6,Male,1979,40,Married,Full time
CAN,124071196,1,1,1,1,9,10,10,A religious person,9,Male,1987,33,Married,Full time
CAN,124071197,1,1,2,2,10,8,7,Not a religious person,4,Male,1990,29,Single,Full time
CAN,124071198,1,1,2,2,7,6,4,An atheist,9,Female,2001,19,Single,Student
CAN,124071199,2,3,1,4,9,8,9,An atheist,5,Male,1958,62,Widowed,Retired/pensioned
CAN,124071200,1,1,2,3,8,9,9,A religious person,5,Male,1941,79,Married,Retired/pensioned
CAN,124071201,2,1,1,2,8,6,1,Not a religious person,10,Female,2000,20,Single,Student
CAN,124071202,1,1,1,1,7,6,5,Not a religious person,3,Female,1995,25,Single,Full time
CAN,124071203,1,1,1,2,9,8,8,Not a religious person,9,Female,1988,32,Living together as married,Full time
CAN,124071204,1,3,2,1,7,8,8,A religious person,5,Female,1994,25,Living together as married,Homemaker not otherwise employed
CAN,124071205,1,2,2,3,6,6,8,An atheist,1,Male,1967,53,Living together as married,Full time
CAN,124071207,1,2,2,1,7,10,8,Not a religious person,8,Female,1989,31,Married,Full time
CAN,124071208,1,1,1,1,7,8,7,A religious person,5,Female,1986,33,Single,Self employed
CAN,124071209,1,2,2,2,7,7,7,An atheist,3,Female,1970,50,Divorced,Self employed
CAN,124071210,1,2,1,2,10,9,8,Not a religious person,1,Male,1961,59,Living together as married,Full time
CAN,124071211,2,2,2,2,8,8,8,A religious person,5,Female,1980,39,Divorced,Full time
CAN,124071212,1,1,1,1,7,8,5,Not a religious person,9,Female,1968,51,Married,Part time
CAN,124071213,1,2,2,2,5,7,4,A religious person,6,Female,1951,68,Widowed,Full time
CAN,124071214,1,2,3,1,5,6,6,An atheist,2,Female,1994,25,Living together as married,Full time
CAN,124071215,1,2,2,2,7,7,7,A religious person,5,Male,1987,33,Married,Full time
CAN,124071216,1,2,2,1,7,7,3,A religious person,6,Male,1939,80,Married,Retired/pensioned
CAN,124071217,1,2,2,4,8,9,7,A religious person,5,Female,1956,64,Married,Retired/pensioned
CAN,124071218,1,2,3,3,8,8,8,Not a religious person,3,Male,1946,74,Divorced,Retired/pensioned
CAN,124071219,1,1,1,1,8,7,8,Not a religious person,4,Female,1995,25,Single,Student
CAN,124071220,1,1,1,4,8,8,7,Not a religious person,5,Male,1952,68,Married,Retired/pensioned
CAN,124071221,2,1,1,3,9,9,9,Not a religious person,6,Female,1961,59,Single,Retired/pensioned
CAN,124071223,2,3,2,2,8,8,7,Not a religious person,3,Male,1963,57,Married,Full time
CAN,124071224,1,2,2,1,7,8,9,A religious person,7,Male,1945,74,Married,Retired/pensioned
CAN,124071225,1,1,1,2,7,8,3,A religious person,5,Female,1974,46,Divorced,Other
CAN,124071226,1,1,1,2,8,8,7,An atheist,7,Male,1948,72,Living together as married,Retired/pensioned
CAN,124071227,1,1,1,1,8,7,9,A religious person,10,Female,1995,25,Married,Homemaker not otherwise employed
CAN,124071228,1,1,1,2,5,3,1,An atheist,5,Male,1977,43,Divorced,Unemployed
CAN,124071229,3,2,2,1,5,3,4,Not a religious person,1,Female,1976,44,Living together as married,Full time
CAN,124071230,1,1,1,1,7,7,5,An atheist,1,Male,1983,37,Single,Full time
CAN,124071233,1,1,2,1,8,8,8,Not a religious person,5,Male,1948,72,Married,Retired/pensioned
CAN,124071234,2,1,2,4,8,8,8,An atheist,2,Female,1955,65,Married,Retired/pensioned
CAN,124071235,1,1,2,2,8,8,3,Not a religious person,5,Female,1972,48,Single,Full time
CAN,124071237,1,1,2,3,8,8,9,An atheist,3,Male,1954,66,Single,Retired/pensioned
CAN,124071238,2,1,1,2,8,9,7,Not a religious person,3,Male,1984,36,Living together as married,Full time
CAN,124071239,1,1,1,1,9,8,6,Not a religious person,5,Male,1985,34,Living together as married,Full time
CAN,124071240,1,1,1,2,8,7,7,A religious person,5,Female,1980,40,Married,Full time
CAN,124071241,1,2,1,4,8,8,7,A religious person,6,Female,1962,58,Married,Retired/pensioned
CAN,124071243,1,1,1,2,8,6,6,A religious person,5,Female,1999,21,Single,Student
CAN,124071244,1,1,1,1,10,10,9,A religious person,10,Male,1993,26,Married,Full time
CAN,124071245,2,2,1,4,7,7,9,An atheist,6,Male,1952,68,Married,Retired/pensioned
CAN,124071248,1,2,3,4,7,8,8,A religious person,5,Male,1949,71,Living together as married,Retired/pensioned
CAN,124071250,1,1,2,2,8,7,5,An atheist,5,Female,1955,64,Single,Unemployed
CAN,124071251,1,1,1,1,8,7,7,A religious person,6,Male,1935,85,Married,Retired/pensioned
CAN,124071252,3,2,2,2,9,8,8,Not a religious person,6,Male,1959,61,Married,Retired/pensioned
CAN,124071253,1,2,2,3,7,7,6,Not a religious person,5,Female,1961,59,Living together as married,Retired/pensioned
CAN,124071255,2,1,1,1,7,7,7,An atheist,2,Female,1995,25,Single,Student
CAN,124071256,1,2,1,2,7,8,4,Not a religious person,5,Male,1975,45,Living together as married,Unemployed
CAN,124071257,1,1,2,2,7,7,8,A religious person,6,Male,1990,29,Married,Full time
CAN,124071258,2,2,1,1,10,10,10,A religious person,10,Male,1991,28,Married,Full time
CAN,124071259,1,2,2,2,9,7,5,Not a religious person,6,Female,1989,31,Single,Self employed
CAN,124071260,1,2,2,2,10,10,10,A religious person,6,Female,1952,67,Divorced,Retired/pensioned
CAN,124071261,1,1,1,2,6,7,7,A religious person,8,Male,1959,60,Married,Retired/pensioned
CAN,124071263,1,1,1,2,9,10,9,Not a religious person,9,Female,1988,32,Married,Part time
CAN,124071265,1,1,2,1,8,8,6,A religious person,9,Female,1989,31,Married,Full time
CAN,124071266,1,1,1,4,7,7,8,Not a religious person,7,Female,1954,66,Widowed,Retired/pensioned
CAN,124071268,1,1,2,2,6,5,9,A religious person,3,Female,1938,82,Married,Retired/pensioned
CAN,124071269,1,2,1,1,3,3,1,An atheist,6,Female,1983,37,Married,Unemployed
CAN,124071270,1,3,1,2,9,8,8,A religious person,8,Female,1960,59,Living together as married,Unemployed
CAN,124071271,1,2,2,2,10,10,10,A religious person,3,Male,1999,21,Single,Student
CAN,124071272,1,2,1,4,8,9,10,An atheist,4,Male,1950,70,Married,Retired/pensioned
CAN,124071275,1,1,1,3,6,6,8,Not a religious person,5,Female,2000,20,Single,Student
CAN,124071276,1,2,1,1,6,6,4,An atheist,4,Female,1975,45,Living together as married,Unemployed
CAN,124071279,3,2,2,2,7,6,5,Not a religious person,4,Male,1969,51,Divorced,Full time
CAN,124071280,1,1,2,1,9,9,9,An atheist,6,Female,1957,63,Married,Part time
CAN,124071281,1,1,2,2,9,9,8,A religious person,4,Female,1949,71,Married,Full time
CAN,124071282,1,2,3,2,7,7,7,A religious person,5,Male,1951,69,Married,Retired/pensioned
CAN,124071283,1,2,1,2,8,8,8,An atheist,9,Male,1981,39,Living together as married,Full time
CAN,124071284,1,2,3,1,3,7,3,An atheist,7,Male,1944,76,Married,Retired/pensioned
CAN,124071288,1,2,2,2,10,8,9,An atheist,7,Male,1957,63,Living together as married,Retired/pensioned
CAN,124071289,1,2,1,1,8,8,7,Not a religious person,5,Male,1971,49,Married,Self employed
CAN,124071291,1,1,2,1,9,9,8,An atheist,9,Male,1962,58,Single,Retired/pensioned
CAN,124071292,1,2,2,2,8,9,8,A religious person,5,Female,1955,65,Single,Retired/pensioned
CAN,124071293,1,2,2,2,8,7,5,A religious person,2,Female,1995,25,Single,Student
CAN,124071294,1,2,1,1,5,6,2,A religious person,5,Female,1993,27,Single,Unemployed
CAN,124071295,1,1,1,2,9,9,9,A religious person,8,Male,1967,53,Married,Self employed
CAN,124071297,1,1,1,1,9,9,8,Not a religious person,6,Female,1996,24,Single,Student
CAN,124071298,1,3,1,3,6,6,6,A religious person,6,Male,1956,64,Married,Retired/pensioned
CAN,124071299,1,1,2,3,8,8,9,A religious person,10,Male,1944,76,Married,Retired/pensioned
CAN,124071300,1,1,1,2,7,7,7,Not a religious person,5,Female,1989,30,Married,Full time
CAN,124071302,1,1,1,4,9,9,9,A religious person,6,Male,1948,72,Married,Retired/pensioned
CAN,124071304,1,1,2,2,9,8,7,Not a religious person,6,Male,1973,46,Married,Full time
CAN,124071306,1,1,1,2,3,3,3,Not a religious person,3,Female,1954,65,Single,Retired/pensioned
CAN,124071307,2,3,1,3,3,3,2,An atheist,3,Male,1991,29,Single,Unemployed
CAN,124071308,1,1,1,1,9,6,7,Not a religious person,3,Female,1999,21,Single,Student
CAN,124071310,1,1,1,1,7,7,7,Not a religious person,5,Male,1965,55,Married,Full time
CAN,124071312,1,1,1,1,9,9,7,Not a religious person,3,Male,1989,31,Living together as married,Full time
CAN,124071314,2,2,2,2,9,8,8,Not a religious person,2,Female,1947,73,Separated,Retired/pensioned
CAN,124071317,1,2,2,2,5,8,8,A religious person,2,Female,1956,64,Divorced,Retired/pensioned
CAN,124071318,2,2,1,3,7,5,4,Not a religious person,4,Male,1997,23,Single,Unemployed
CAN,124071319,1,1,1,1,10,8,8,A religious person,1,Female,1965,55,Married,Self employed
CAN,124071320,1,2,1,2,5,6,6,Not a religious person,5,Male,1954,65,Married,Retired/pensioned
CAN,124071321,1,1,1,3,8,6,9,Not a religious person,2,Female,1931,89,Widowed,Retired/pensioned
CAN,124071322,1,1,1,2,8,8,8,Not a religious person,8,Male,1967,53,Married,Full time
CAN,124071325,1,3,2,1,6,6,4,A religious person,6,Male,1954,66,Married,Retired/pensioned
CAN,124071328,1,1,1,1,10,7,7,Not a religious person,1,Male,1994,26,Single,Full time
CAN,124071329,1,1,1,1,3,8,7,A religious person,6,Male,1973,47,Married,Self employed
CAN,124071330,1,2,2,2,9,9,6,A religious person,5,Female,1981,38,Living together as married,Full time
CAN,124071331,1,2,2,1,7,5,5,A religious person,1,Female,1989,31,Separated,Full time
CAN,124071332,1,1,2,2,10,10,10,Not a religious person,6,Male,1980,40,Married,Full time
CAN,124071333,1,2,1,3,9,9,9,A religious person,4,Female,1950,70,Married,Retired/pensioned
CAN,124071334,1,1,1,1,8,9,8,Not a religious person,4,Male,1992,28,Living together as married,Full time
CAN,124071336,2,2,2,3,6,7,8,An atheist,7,Male,1959,60,Living together as married,Other
CAN,124071337,1,2,1,4,8,8,6,A religious person,10,Female,1943,77,Married,Retired/pensioned
CAN,124071338,1,1,2,2,7,7,6,An atheist,5,Female,1979,41,Married,Unemployed
CAN,124071340,1,2,1,1,5,5,5,Not a religious person,5,Male,1988,32,Single,Unemployed
CAN,124071341,2,2,2,2,5,3,4,An atheist,7,Male,1980,40,Living together as married,Full time
CAN,124071342,2,1,1,4,8,8,9,Not a religious person,3,Female,1947,72,Widowed,Retired/pensioned
CAN,124071343,1,1,1,1,8,9,9,Not a religious person,4,Male,1952,67,Married,Full time
CAN,124071344,2,2,1,1,7,6,6,Not a religious person,3,Female,2000,20,Single,Part time
CAN,124071345,1,1,1,1,8,8,8,A religious person,5,Male,1951,69,Married,Self employed
CAN,124071346,1,3,1,2,9,8,6,A religious person,10,Male,1972,48,Married,Full time
CAN,124071347,1,1,1,4,9,9,8,Not a religious person,7,Male,1955,65,Married,Retired/pensioned
CAN,124071348,1,2,1,2,7,3,8,Not a religious person,4,Male,1969,51,Married,Full time
CAN,124071349,1,1,1,2,7,7,6,A religious person,3,Female,1971,49,Married,Full time
CAN,124071350,1,2,1,2,8,6,8,A religious person,7,Female,1958,62,Married,Full time
CAN,124071351,1,1,1,4,8,8,10,An atheist,5,Female,1939,80,Single,Retired/pensioned
CAN,124071352,1,1,1,2,9,8,9,A religious person,7,Male,1942,78,Married,Retired/pensioned
CAN,124071355,1,1,2,3,8,7,8,A religious person,5,Female,1955,65,Single,Part time
CAN,124071356,1,2,1,4,8,4,10,Not a religious person,4,Female,1957,63,Living together as married,Retired/pensioned
CAN,124071357,1,1,2,4,6,4,1,Not a religious person,2,Female,1956,64,Married,Retired/pensioned
CAN,124071360,1,2,2,3,5,5,5,Not a religious person,5,Male,1954,66,Living together as married,Retired/pensioned
CAN,124071361,1,1,2,3,7,7,9,A religious person,5,Male,1953,67,Married,Retired/pensioned
CAN,124071362,1,2,1,2,6,7,5,Not a religious person,9,Male,1977,42,Living together as married,Full time
CAN,124071363,3,2,2,3,7,3,4,An atheist,5,Female,1979,41,Single,Unemployed
CAN,124071364,1,2,3,1,7,6,6,A religious person,5,Female,1995,25,Single,Student
CAN,124071365,2,2,1,2,7,5,5,Not a religious person,3,Female,2002,18,Single,Student
CAN,124071367,1,1,1,1,9,8,8,Not a religious person,4,Female,1976,44,Single,Full time
CAN,124071368,1,1,1,2,5,3,1,Not a religious person,3,Female,1987,32,Separated,Full time
CAN,124071370,1,2,1,3,8,8,8,An atheist,2,Male,1975,44,Married,Full time
CAN,124071374,1,2,2,1,8,8,8,A religious person,7,Male,1953,67,Married,Full time
CAN,124071375,1,2,2,3,7,9,9,Not a religious person,3,Male,1950,70,Married,Part time
CAN,124071376,1,1,1,1,8,4,7,An atheist,2,Female,2002,18,Single,Student
CAN,124071377,1,2,2,2,8,7,8,A religious person,7,Female,1997,22,Married,Unemployed
CAN,124071379,2,2,2,1,9,7,8,A religious person,7,Male,1975,45,Married,Full time
CAN,124071380,1,1,1,2,3,3,2,An atheist,2,Male,1958,62,Living together as married,Full time
CAN,124071381,1,1,1,1,10,10,10,Not a religious person,6,Female,1948,72,Married,Retired/pensioned
CAN,124071382,1,2,1,4,8,8,8,Not a religious person,1,Female,1956,64,Married,Retired/pensioned
CAN,124071383,1,2,1,2,6,7,5,Not a religious person,6,Female,1990,30,Living together as married,Homemaker not otherwise employed
CAN,124071384,1,1,1,3,7,8,9,Not a religious person,4,Male,1953,66,Married,Retired/pensioned
CAN,124071385,1,1,1,1,5,5,3,A religious person,5,Female,1969,50,Living together as married,Unemployed
CAN,124071386,1,2,2,2,9,8,7,A religious person,7,Female,1959,60,Divorced,Unemployed
CAN,124071387,1,1,2,2,7,7,7,Not a religious person,3,Female,1975,45,Widowed,Full time
CAN,124071388,1,2,1,1,9,8,7,A religious person,5,Male,1942,77,Married,Retired/pensioned
CAN,124071389,1,1,1,2,7,8,2,An atheist,1,Male,1975,44,Living together as married,Full time
CAN,124071390,1,2,2,2,8,8,9,An atheist,5,Male,1949,70,Separated,Retired/pensioned
CAN,124071393,1,2,3,1,7,6,4,A religious person,6,Male,1968,52,Married,Unemployed
CAN,124071394,1,1,1,3,8,9,9,An atheist,3,Female,1953,67,Living together as married,Retired/pensioned
CAN,124071395,1,2,2,2,8,7,5,A religious person,7,Female,1974,46,Married,Full time
CAN,124071396,1,2,2,2,8,7,2,Not a religious person,7,Female,1951,69,Divorced,Retired/pensioned
CAN,124071398,1,2,1,4,10,8,8,A religious person,5,Female,1951,68,Married,Retired/pensioned
CAN,124071400,1,1,1,1,5,8,4,A religious person,2,Female,1953,67,Single,Unemployed
CAN,124071401,2,4,2,1,7,8,8,Not a religious person,2,Female,1956,64,Married,Retired/pensioned
CAN,124071402,1,2,1,4,4,4,7,A religious person,5,Male,1960,60,Married,Retired/pensioned
CAN,124071403,1,2,2,1,8,6,6,A religious person,7,Female,1990,29,Single,Full time
CAN,124071404,1,2,1,2,6,7,7,A religious person,8,Female,1990,30,Living together as married,Full time
CAN,124071405,1,2,2,1,8,6,4,A religious person,3,Female,1983,37,Single,Full time
CAN,124071406,1,1,1,2,8,5,7,An atheist,2,Female,1975,44,Married,Full time
CAN,124071407,1,1,1,1,9,9,9,A religious person,9,Female,1952,68,Married,Retired/pensioned
CAN,124071408,1,2,1,1,5,7,6,A religious person,5,Male,1976,44,Living together as married,Full time
CAN,124071409,1,2,1,1,7,8,5,Not a religious person,5,Female,1996,24,Living together as married,Student
CAN,124071410,2,2,1,2,6,7,6,An atheist,6,Female,1993,27,Single,Full time
CAN,124071411,1,2,3,3,7,8,7,A religious person,3,Female,1942,77,Single,Retired/pensioned
CAN,124071412,1,2,1,2,7,8,9,Not a religious person,5,Male,1975,44,Married,Full time
CAN,124071413,1,1,1,1,5,7,6,Not a religious person,5,Female,1973,46,Married,Full time
CAN,124071414,2,2,2,3,8,7,6,An atheist,8,Male,1954,66,Married,Self employed
CAN,124071415,2,2,1,1,6,7,9,Not a religious person,7,Female,1948,71,Married,Retired/pensioned
CAN,124071416,2,2,2,3,5,5,4,Not a religious person,5,Male,1967,53,Single,Unemployed
CAN,124071417,1,3,3,2,5,5,5,Not a religious person,6,Female,1970,49,Single,Homemaker not otherwise employed
