country,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
SGP,702070738,1,1,2,1,10,9,9,A religious person,5,Male,1951,68,Married,Retired/pensioned
SGP,702070739,1,1,1,1,9,10,10,A religious person,10,Male,1953,66,Living together as married,Retired/pensioned
SGP,702070740,1,2,2,3,5,6,5,Not a religious person,5,Female,1977,42,Single,Full time
SGP,702070741,1,3,2,1,5,5,3,A religious person,5,Female,1960,59,Living together as married,Homemaker not otherwise employed
SGP,702070742,1,2,2,2,7,7,8,Not a religious person,6,Female,1967,53,Single,Full time
SGP,702070743,1,3,2,1,8,9,7,A religious person,4,Female,1979,40,Married,Full time
SGP,702070744,1,2,1,1,1,1,1,A religious person,1,Male,1990,29,Married,Self employed
SGP,702070745,1,2,2,2,5,7,7,A religious person,10,Female,1949,70,Widowed,Part time
SGP,702070746,1,1,3,2,10,10,8,Not a religious person,1,Male,1949,70,Divorced,Full time
SGP,702070747,1,1,1,1,8,9,8,A religious person,5,Female,1959,61,Married,Full time
SGP,702070748,2,2,2,3,7,7,6,Not a religious person,5,Female,1979,40,Single,Part time
SGP,702070749,1,2,3,4,7,7,7,A religious person,,Female,1953,66,Married,Homemaker not otherwise employed
SGP,702070750,1,1,1,3,7,6,5,A religious person,,Female,1948,71,Married,Homemaker not otherwise employed
SGP,702070751,1,1,2,2,9,10,10,An atheist,5,Male,1955,64,Married,Part time
SGP,702070752,1,2,2,1,8,9,7,A religious person,8,Female,1969,50,Married,Full time
SGP,702070753,1,2,2,2,8,8,7,A religious person,8,Female,1964,55,Married,Part time
SGP,702070754,1,1,2,2,7,6,6,A religious person,3,Female,1964,55,Widowed,Part time
SGP,702070755,1,2,2,2,7,6,5,Not a religious person,5,Male,1959,60,Married,Retired/pensioned
SGP,702070756,2,1,1,2,7,3,5,A religious person,3,Male,1995,24,Single,Part time
SGP,702070757,1,3,1,1,7,8,6,,5,Female,1974,45,Married,Full time
SGP,702070758,1,1,1,1,7,7,7,A religious person,8,Female,1992,27,Married,Homemaker not otherwise employed
SGP,702070759,1,1,1,2,8,8,9,A religious person,9,Female,1984,35,Married,Full time
SGP,702070760,1,3,2,1,5,6,6,A religious person,3,Male,1993,26,Single,Unemployed
SGP,702070761,1,2,2,1,8,7,8,Not a religious person,6,Male,1944,75,Widowed,Retired/pensioned
SGP,702070762,1,2,2,1,7,10,8,Not a religious person,10,Male,1962,57,Single,Unemployed
SGP,702070763,1,1,1,2,7,6,7,A religious person,3,Female,1952,67,Married,Retired/pensioned
SGP,702070764,1,2,3,1,7,8,7,A religious person,6,Male,1984,35,Married,Full time
SGP,702070765,1,1,3,1,8,8,8,Not a religious person,5,Male,1978,41,Married,Full time
SGP,702070766,1,2,2,2,7,7,7,A religious person,4,Male,1983,36,Married,Full time
SGP,702070767,1,2,2,2,7,6,7,A religious person,5,Male,1956,63,Married,Full time
SGP,702070768,1,2,2,3,7,7,6,A religious person,5,Female,1965,54,Married,Full time
SGP,702070769,1,2,1,1,7,7,7,A religious person,7,Female,1970,49,Married,Full time
SGP,702070770,1,1,2,3,7,6,4,An atheist,5,Male,1990,29,Single,Full time
SGP,702070771,1,2,2,2,6,7,7,A religious person,,Male,1987,32,Married,Full time
SGP,702070772,1,2,2,4,7,7,6,A religious person,9,Male,1946,73,Widowed,Part time
SGP,702070773,1,1,2,1,8,9,8,A religious person,3,Female,1940,79,Single,Full time
SGP,702070774,1,1,1,1,7,6,6,A religious person,1,Male,1972,47,Living together as married,Full time
SGP,702070775,1,1,2,2,6,7,6,A religious person,5,Male,1997,22,Single,Full time
SGP,702070776,1,2,3,4,7,7,7,A religious person,,Female,1963,56,Married,Homemaker not otherwise employed
SGP,702070777,1,3,2,1,8,9,9,A religious person,4,Male,1979,40,Married,Full time
SGP,702070778,1,1,2,2,8,8,7,A religious person,7,Male,1988,31,Single,Full time
SGP,702070779,1,2,2,1,7,7,6,A religious person,4,Male,1961,58,Married,Full time
SGP,702070780,1,2,1,1,9,9,8,A religious person,6,Male,1985,34,Married,Full time
SGP,702070781,1,2,2,2,7,8,7,An atheist,,Male,1961,58,Married,Full time
SGP,702070782,1,2,2,4,7,7,7,A religious person,9,Male,1948,71,Widowed,Retired/pensioned
SGP,702070783,1,2,2,3,7,6,7,A religious person,5,Male,1956,63,Married,Full time
SGP,702070784,1,2,2,2,4,6,6,Not a religious person,5,Male,1982,37,Married,Full time
SGP,702070785,1,2,3,1,10,10,10,A religious person,10,Male,1947,72,Married,Self employed
SGP,702070786,1,2,2,2,7,8,6,A religious person,6,Female,1962,57,Married,Full time
SGP,702070787,1,2,3,1,7,7,5,Not a religious person,6,Male,1988,31,Married,Full time
SGP,702070788,1,1,2,2,8,8,8,A religious person,8,Female,1972,47,Married,Full time
SGP,702070789,1,2,2,1,7,7,7,A religious person,5,Female,1968,51,Married,Full time
SGP,702070790,1,2,2,2,7,7,6,A religious person,6,Female,1987,32,Single,Full time
SGP,702070791,1,3,3,1,7,7,7,A religious person,7,Female,1972,47,Married,Full time
SGP,702070792,1,2,2,2,4,5,3,A religious person,9,Female,1965,54,Single,Full time
SGP,702070793,1,3,3,1,8,8,6,A religious person,7,Male,1989,30,Single,Full time
SGP,702070794,1,2,2,2,8,7,7,A religious person,6,Female,1968,51,Married,Full time
SGP,702070795,1,1,1,2,8,7,7,Not a religious person,,Female,1993,27,Single,Full time
SGP,702070796,1,1,1,1,6,7,4,A religious person,10,Female,1946,74,Single,Retired/pensioned
SGP,702070797,1,3,3,2,8,8,6,A religious person,7,Female,1991,28,Single,Full time
SGP,702070798,1,2,2,2,8,8,7,A religious person,8,Female,1985,34,Married,Full time
SGP,702070799,1,3,3,1,8,8,7,A religious person,6,Male,1984,35,Married,Full time
SGP,702070800,1,1,2,2,7,7,7,Not a religious person,7,Female,1960,59,Married,Homemaker not otherwise employed
SGP,702070801,1,3,2,1,3,3,4,Not a religious person,2,Male,1993,26,Single,Part time
SGP,702070802,1,1,2,2,8,7,7,A religious person,7,Male,1968,51,Married,Full time
SGP,702070803,1,2,2,2,8,7,7,A religious person,5,Male,1961,58,Married,Full time
SGP,702070804,1,2,3,4,7,8,7,A religious person,5,Female,1963,56,Single,Full time
SGP,702070805,1,1,1,3,7,4,6,A religious person,5,Female,1981,38,Married,Full time
SGP,702070806,1,1,2,2,8,7,6,A religious person,6,Male,1979,40,Married,Full time
SGP,702070807,1,1,2,1,10,10,8,A religious person,10,Male,1955,65,Married,Retired/pensioned
SGP,702070808,1,2,2,2,8,7,8,A religious person,6,Male,1960,59,Married,Full time
SGP,702070809,1,2,4,4,3,3,1,A religious person,,Female,1945,74,Married,Unemployed
SGP,702070810,2,2,2,2,7,5,7,Not a religious person,4,Female,1997,22,Single,Part time
SGP,702070811,1,2,2,1,8,8,8,A religious person,7,Female,1983,36,Married,Full time
SGP,702070812,1,1,1,2,8,8,7,A religious person,1,Male,1975,44,Married,Full time
SGP,702070813,2,3,2,3,1,1,1,Not a religious person,4,Female,1977,42,Single,Unemployed
SGP,702070814,1,2,1,1,8,7,7,A religious person,7,Female,1978,41,Married,Full time
SGP,702070815,1,3,2,2,9,9,8,A religious person,5,Female,1981,38,Married,Full time
SGP,702070816,1,2,2,1,7,7,7,A religious person,5,Male,1970,49,Single,Full time
SGP,702070817,1,1,2,3,4,4,3,A religious person,5,Male,1951,68,Married,Retired/pensioned
SGP,702070818,1,1,1,2,8,4,7,Not a religious person,7,Male,1993,26,Single,Student
SGP,702070819,2,2,2,3,10,10,10,,10,Female,1943,76,Widowed,Retired/pensioned
SGP,702070820,1,2,2,1,10,10,10,A religious person,3,Male,1991,28,Married,Full time
SGP,702070821,2,2,2,3,8,8,8,A religious person,2,Female,1956,63,Married,Part time
SGP,702070822,1,2,2,2,6,7,7,A religious person,1,Male,1972,47,Single,Full time
SGP,702070823,1,2,2,3,8,8,8,Not a religious person,6,Male,1937,82,Married,Retired/pensioned
SGP,702070824,1,3,3,2,5,4,3,A religious person,3,Male,1971,48,Single,Unemployed
SGP,702070825,1,2,2,3,6,5,6,Not a religious person,2,Male,1982,37,Single,Unemployed
SGP,702070826,2,2,2,2,5,4,4,A religious person,3,Female,1952,67,Single,Unemployed
SGP,702070827,1,3,3,2,7,5,5,A religious person,8,Male,1955,64,Married,Retired/pensioned
SGP,702070828,1,1,3,2,6,6,6,A religious person,2,Male,1963,56,Single,Part time
SGP,702070829,1,2,2,2,8,8,7,A religious person,1,Female,1948,71,Married,Retired/pensioned
SGP,702070830,1,2,1,1,9,10,9,A religious person,4,Female,1964,55,Married,Part time
SGP,702070831,2,2,3,1,9,10,6,An atheist,1,Male,1995,24,Single,Unemployed
SGP,702070832,1,2,2,2,9,9,9,A religious person,2,Female,1980,39,Married,Full time
SGP,702070833,1,2,2,2,8,4,4,A religious person,3,Male,1994,25,Single,Full time
SGP,702070834,1,1,1,2,7,7,7,An atheist,1,Female,1992,27,Single,Full time
SGP,702070835,1,2,2,1,9,9,9,A religious person,1,Female,1942,77,Married,Retired/pensioned
SGP,702070836,1,2,2,3,6,8,8,A religious person,2,Female,1938,81,Married,Retired/pensioned
SGP,702070837,1,2,1,1,8,7,7,A religious person,1,Female,1967,52,Single,Full time
SGP,702070838,1,2,2,2,8,9,9,A religious person,5,Female,1982,37,Single,Full time
SGP,702070839,1,2,2,2,6,8,7,An atheist,3,Male,1946,73,Married,Retired/pensioned
SGP,702070840,1,2,3,1,7,5,3,A religious person,5,Male,1979,40,Married,Full time
SGP,702070841,1,1,2,3,6,8,5,A religious person,3,Male,1998,21,Single,Other
SGP,702070842,1,1,1,1,10,10,7,A religious person,1,Female,1975,44,Married,Unemployed
SGP,702070843,2,2,3,2,5,4,4,A religious person,6,Male,1961,58,Married,Full time
SGP,702070844,1,2,2,1,4,4,3,A religious person,4,Male,1976,43,Married,Full time
SGP,702070845,1,2,2,2,5,10,8,A religious person,1,Female,1963,56,Single,Unemployed
SGP,702070846,1,2,2,2,8,8,6,An atheist,1,Male,1938,81,Widowed,Retired/pensioned
SGP,702070847,1,1,1,2,7,7,7,A religious person,1,Female,1983,36,Married,Part time
SGP,702070848,1,3,2,2,2,2,2,An atheist,1,Male,1963,56,Married,Part time
SGP,702070849,1,2,1,2,6,7,7,An atheist,2,Female,1967,52,Married,Full time
SGP,702070850,2,1,1,4,5,4,1,A religious person,1,Female,1951,68,Widowed,Retired/pensioned
SGP,702070851,1,2,2,2,8,9,9,A religious person,5,Female,1987,32,Married,Full time
SGP,702070852,1,1,2,1,7,4,3,A religious person,3,Male,1997,22,Single,Other
SGP,702070853,1,2,2,2,6,8,5,A religious person,3,Female,1992,27,Single,Full time
SGP,702070854,1,2,2,1,8,8,8,An atheist,1,Male,1977,42,Married,Full time
SGP,702070855,2,3,2,2,6,6,5,An atheist,5,Male,1971,49,Married,Full time
SGP,702070856,1,1,1,2,7,6,8,A religious person,5,Female,1989,31,Married,Full time
SGP,702070857,1,2,2,4,4,10,3,A religious person,,Female,1946,73,Married,Retired/pensioned
SGP,702070858,1,2,2,1,7,7,6,Not a religious person,3,Male,1998,22,Single,Part time
SGP,702070859,1,1,2,2,10,8,7,Not a religious person,5,Male,1993,27,Single,Full time
SGP,702070860,1,1,3,1,1,4,4,An atheist,2,Male,1958,61,Married,Full time
SGP,702070861,1,1,1,3,9,8,7,A religious person,3,Female,1998,21,Single,Part time
SGP,702070862,1,1,1,1,8,9,9,Not a religious person,1,Female,1965,54,Married,Homemaker not otherwise employed
SGP,702070863,2,2,2,1,9,8,3,A religious person,4,Female,1977,42,Married,Homemaker not otherwise employed
SGP,702070864,1,2,2,4,8,7,7,A religious person,1,Male,1941,78,Married,Retired/pensioned
SGP,702070865,1,2,2,2,8,8,7,A religious person,2,Female,1985,34,Married,Full time
SGP,702070866,1,2,2,2,6,5,6,A religious person,7,Female,1956,63,Married,Retired/pensioned
SGP,702070867,1,2,1,2,5,6,6,An atheist,4,Female,1968,51,Married,Homemaker not otherwise employed
SGP,702070868,1,1,2,1,10,10,10,A religious person,1,Female,1982,37,Married,Full time
SGP,702070869,1,2,3,2,8,8,6,A religious person,1,Male,1951,68,Married,Retired/pensioned
SGP,702070870,1,2,3,2,6,8,8,A religious person,3,Male,1951,68,Married,Retired/pensioned
SGP,702070871,2,3,2,3,5,6,4,A religious person,7,Male,1948,71,Married,Retired/pensioned
SGP,702070872,1,1,1,1,8,8,8,A religious person,2,Male,1951,68,Married,Retired/pensioned
SGP,702070873,1,2,3,1,9,9,9,A religious person,4,Female,1956,63,Married,Retired/pensioned
SGP,702070874,1,2,2,2,10,10,10,A religious person,1,Female,1974,45,Married,Homemaker not otherwise employed
SGP,702070875,1,2,2,2,8,6,7,An atheist,6,Male,1965,54,Married,Full time
SGP,702070876,1,2,3,1,6,6,5,An atheist,1,Male,1966,53,Married,Full time
SGP,702070877,1,2,1,1,6,8,8,A religious person,1,Female,1965,54,Married,Full time
SGP,702070878,1,1,2,1,7,7,6,Not a religious person,2,Male,1992,28,Married,Full time
SGP,702070879,1,1,1,3,8,8,8,An atheist,5,Male,1953,67,Married,Retired/pensioned
SGP,702070880,1,1,2,1,10,6,10,A religious person,3,Female,1973,46,Divorced,Full time
SGP,702070881,1,2,2,2,10,10,8,An atheist,4,Male,1956,64,Married,Retired/pensioned
SGP,702070882,1,2,2,2,6,4,5,Not a religious person,8,Female,1971,49,Single,Unemployed
SGP,702070883,1,2,3,1,6,7,5,An atheist,4,Male,1988,32,Single,Full time
SGP,702070884,1,1,1,2,7,5,3,Not a religious person,3,Female,1995,24,Single,Unemployed
SGP,702070885,1,2,2,2,8,7,6,An atheist,3,Female,1969,50,Married,Part time
SGP,702070886,1,2,2,4,5,6,6,Not a religious person,5,Male,1953,66,Married,Retired/pensioned
SGP,702070887,1,1,2,1,6,8,6,A religious person,1,Male,1991,28,Single,Full time
SGP,702070888,1,1,1,1,7,7,5,Not a religious person,3,Female,1967,52,Single,Full time
SGP,702070889,1,1,1,2,5,5,7,A religious person,5,Female,1978,41,Married,Unemployed
SGP,702070890,1,2,1,1,5,10,10,A religious person,1,Male,1946,74,Married,Retired/pensioned
SGP,702070891,1,2,3,2,9,9,6,A religious person,8,Female,1977,43,Married,Full time
SGP,702070892,1,1,1,1,7,8,8,A religious person,3,Female,1992,27,Single,Part time
SGP,702070893,1,1,2,1,7,7,2,A religious person,1,Female,1946,73,Married,Retired/pensioned
SGP,702070894,1,1,2,2,7,6,7,A religious person,3,Male,1950,69,Married,Retired/pensioned
SGP,702070895,1,1,2,2,7,6,6,An atheist,2,Female,1955,64,Widowed,Part time
SGP,702070896,2,2,3,2,6,3,5,A religious person,2,Female,1998,21,Single,Student
SGP,702070897,1,2,2,2,8,8,8,An atheist,3,Female,1980,39,Married,Full time
SGP,702070898,2,3,3,2,6,6,7,Not a religious person,3,Male,1966,53,Married,Full time
SGP,702070899,1,2,1,2,9,8,8,An atheist,4,Female,1970,49,Married,Full time
SGP,702070900,1,2,1,1,8,8,8,A religious person,3,Female,1979,40,Married,Full time
SGP,702070901,1,2,3,2,1,4,3,A religious person,5,Female,1991,28,Married,Unemployed
SGP,702070902,2,3,1,4,,10,10,Not a religious person,,Male,1940,79,Single,Retired/pensioned
SGP,702070903,1,1,1,2,8,8,6,Not a religious person,3,Female,1984,35,Married,Full time
SGP,702070904,1,1,3,1,7,6,5,A religious person,5,Male,1966,53,Widowed,Self employed
SGP,702070905,1,2,1,2,5,3,1,An atheist,2,Male,1961,58,Single,Part time
SGP,702070906,1,2,2,1,8,8,6,A religious person,3,Male,1974,45,Married,Full time
SGP,702070907,1,1,2,2,8,7,7,An atheist,3,Female,1994,25,Single,Full time
SGP,702070908,1,3,2,2,7,8,8,A religious person,1,Female,1981,38,Married,Full time
SGP,702070909,1,2,1,1,8,5,5,A religious person,1,Female,1974,45,Married,Unemployed
SGP,702070910,1,2,1,1,8,7,8,A religious person,4,Male,1993,26,Single,Full time
SGP,702070911,1,1,2,1,8,8,7,A religious person,4,Female,1952,67,Married,Retired/pensioned
SGP,702070912,2,2,2,3,9,7,7,Not a religious person,6,Male,1968,51,Married,Self employed
SGP,702070913,1,2,2,2,4,4,3,Not a religious person,,Male,1969,51,Married,Full time
SGP,702070914,1,2,3,2,7,8,8,Not a religious person,5,Female,1961,59,Married,Part time
SGP,702070915,1,2,2,3,6,6,6,A religious person,1,Male,1961,58,Married,Part time
SGP,702070916,1,2,2,2,8,7,7,A religious person,3,Female,1973,46,Single,Full time
SGP,702070917,1,2,2,2,9,9,8,Not a religious person,1,Female,1987,32,Married,Full time
SGP,702070918,1,1,2,2,7,7,7,Not a religious person,1,Female,1984,35,Married,Full time
SGP,702070919,1,2,3,2,9,9,8,A religious person,4,Female,1951,68,Married,Retired/pensioned
SGP,702070920,1,1,1,1,7,7,7,Not a religious person,6,Female,1996,23,Single,Full time
SGP,702070921,1,3,1,4,10,10,10,Not a religious person,4,Female,1942,77,Widowed,Retired/pensioned
SGP,702070922,1,2,2,1,10,10,10,A religious person,5,Male,1968,51,Married,Full time
SGP,702070923,2,2,1,2,7,7,8,A religious person,3,Male,1971,48,Married,Full time
SGP,702070924,1,2,2,1,7,3,6,An atheist,7,Male,1977,42,Married,Full time
SGP,702070925,1,2,1,1,8,10,9,An atheist,2,Female,1964,55,Married,Full time
SGP,702070926,1,2,3,3,8,7,7,A religious person,5,Female,1964,55,Widowed,Self employed
SGP,702070927,1,2,3,3,8,8,7,A religious person,2,Female,1960,59,Married,Homemaker not otherwise employed
SGP,702070928,1,1,2,2,9,8,8,A religious person,,Female,1959,60,Married,Full time
SGP,702070929,2,1,2,2,8,5,10,A religious person,3,Male,1992,28,Single,Full time
SGP,702070930,1,3,2,1,3,4,4,A religious person,7,Male,1961,58,Married,Full time
SGP,702070931,1,2,2,2,7,7,7,Not a religious person,4,Male,1996,24,Single,Student
SGP,702070932,1,2,2,3,8,8,8,A religious person,8,Female,1956,64,Married,Retired/pensioned
SGP,702070933,1,2,2,1,10,9,8,Not a religious person,5,Male,1973,46,Married,Full time
SGP,702070934,1,2,2,2,6,6,8,An atheist,7,Female,1992,27,Single,Full time
SGP,702070935,1,1,1,2,9,9,8,Not a religious person,5,Male,1964,56,Married,Self employed
SGP,702070936,1,1,2,2,5,6,5,Not a religious person,,Male,1988,32,Single,Self employed
SGP,702070937,1,1,2,3,6,8,7,Not a religious person,,Male,1989,31,Single,Unemployed
SGP,702070938,1,1,2,1,5,5,5,Not a religious person,,Male,1987,33,Single,Self employed
SGP,702070939,1,1,2,3,5,5,4,Not a religious person,,Female,1970,50,Married,Homemaker not otherwise employed
SGP,702070940,3,3,3,3,1,1,1,Not a religious person,10,Male,1965,55,Separated,Unemployed
SGP,702070941,1,1,2,2,3,8,,A religious person,3,Male,1950,70,Married,Homemaker not otherwise employed
SGP,702070942,1,2,2,2,7,7,7,Not a religious person,4,Male,1981,39,Single,Full time
SGP,702070943,2,2,2,3,8,10,7,A religious person,,Female,1941,78,Widowed,Homemaker not otherwise employed
SGP,702070944,1,2,2,1,8,7,4,A religious person,5,Female,1978,42,Married,Full time
SGP,702070945,1,1,1,2,8,7,7,A religious person,,Female,1999,21,Single,Student
SGP,702070946,3,3,2,2,10,4,5,A religious person,,Female,1949,71,Single,Retired/pensioned
SGP,702070947,1,2,2,2,9,8,8,A religious person,8,Female,1967,53,Married,Homemaker not otherwise employed
SGP,702070948,1,2,3,2,7,7,6,A religious person,5,Male,1963,57,Married,Full time
SGP,702070949,1,2,1,1,5,5,5,A religious person,5,Female,1977,43,Married,Homemaker not otherwise employed
SGP,702070950,1,2,2,2,6,6,6,A religious person,5,Male,1953,67,Married,Full time
SGP,702070951,1,2,2,2,5,6,6,A religious person,5,Female,1967,53,Divorced,Full time
SGP,702070952,1,2,2,1,5,3,2,A religious person,5,Male,1956,64,Married,Unemployed
SGP,702070953,1,1,1,2,7,6,8,Not a religious person,3,Female,1973,47,Married,Full time
SGP,702070954,1,1,3,1,1,2,3,A religious person,3,Male,1973,47,Married,Full time
SGP,702070955,1,1,2,2,6,7,8,A religious person,5,Female,1968,52,Married,Homemaker not otherwise employed
SGP,702070956,1,2,2,2,7,7,6,Not a religious person,5,Female,1957,63,Married,Homemaker not otherwise employed
SGP,702070957,1,1,1,1,7,8,8,A religious person,3,Male,1983,37,Married,Full time
SGP,702070958,1,1,2,2,9,7,6,,8,Male,1973,46,Married,Full time
SGP,702070959,1,1,4,1,5,8,5,A religious person,7,Female,1976,44,Married,Part time
SGP,702070960,1,1,2,1,8,9,8,A religious person,2,Male,1970,50,Married,Full time
SGP,702070961,1,1,1,1,9,9,5,A religious person,3,Female,1988,32,Married,Self employed
SGP,702070962,1,2,2,2,8,9,8,Not a religious person,5,Male,1956,64,Married,Full time
SGP,702070963,1,2,3,3,5,5,5,Not a religious person,5,Female,1975,45,Married,Homemaker not otherwise employed
SGP,702070964,1,2,1,2,8,7,5,Not a religious person,5,Male,1996,24,Single,Student
SGP,702070965,1,1,1,1,6,7,4,An atheist,1,Female,1995,25,Single,Full time
SGP,702070966,1,2,2,1,5,5,4,A religious person,5,Male,1973,47,Married,Unemployed
SGP,702070967,1,3,4,3,4,3,5,A religious person,3,Female,1974,46,Married,Part time
SGP,702070968,1,1,2,1,6,6,4,Not a religious person,6,Male,1986,34,Married,Full time
SGP,702070969,1,3,2,1,10,10,8,A religious person,8,Male,1957,63,Married,Full time
SGP,702070970,1,3,1,1,7,5,5,Not a religious person,1,Male,1959,61,Married,Retired/pensioned
SGP,702070971,1,2,2,2,5,4,5,A religious person,4,Female,1988,32,Single,Full time
SGP,702070972,1,1,1,1,6,6,7,A religious person,1,Male,1994,26,Single,Full time
SGP,702070973,2,2,1,2,8,9,8,An atheist,2,Male,1985,35,Single,Full time
SGP,702070974,1,1,1,1,6,9,8,A religious person,1,Male,1999,21,Single,Student
SGP,702070975,1,2,2,2,4,5,5,A religious person,5,Female,1998,22,Single,Student
SGP,702070976,1,1,2,2,6,6,5,A religious person,7,Male,1995,25,Single,Student
SGP,702070977,1,2,2,2,6,7,6,Not a religious person,4,Female,1984,36,Married,Full time
SGP,702070978,1,2,2,2,10,9,9,An atheist,5,Male,1967,53,Married,Full time
SGP,702070979,1,2,2,2,5,5,5,A religious person,5,Female,1994,26,Single,Full time
SGP,702070980,1,2,3,2,5,5,4,A religious person,5,Female,1981,39,Single,Full time
SGP,702070981,1,2,2,2,,1,1,A religious person,6,Male,1983,37,Married,Full time
SGP,702070982,1,2,2,2,4,5,4,A religious person,5,Male,1962,58,Married,Unemployed
SGP,702070983,1,1,2,2,7,8,8,A religious person,5,Male,1971,49,Married,Full time
SGP,702070984,1,2,3,2,8,8,8,A religious person,5,Female,1962,58,Married,Part time
SGP,702070985,1,1,1,1,7,7,6,A religious person,5,Female,1984,36,Married,Part time
SGP,702070986,1,1,1,2,8,9,8,Not a religious person,10,Female,1985,34,Married,Full time
SGP,702070987,1,1,1,2,10,8,7,A religious person,8,Female,1995,25,Married,Full time
SGP,702070988,1,2,1,1,8,5,7,A religious person,1,Female,1993,27,Single,Full time
SGP,702070989,1,1,2,2,8,7,7,Not a religious person,3,Female,1999,21,Single,Student
SGP,702070990,1,2,2,2,8,7,8,Not a religious person,3,Female,1978,42,Married,Full time
SGP,702070991,1,1,1,2,7,7,7,Not a religious person,3,Female,1999,21,Single,Student
SGP,702070992,1,2,3,2,5,9,8,An atheist,5,Male,1953,67,Married,Part time
SGP,702070993,1,1,2,1,7,6,5,Not a religious person,4,Male,1984,36,Married,Full time
SGP,702070994,1,2,2,3,8,8,7,,6,Female,1983,37,Married,Homemaker not otherwise employed
SGP,702070995,1,2,1,1,5,5,5,A religious person,5,Male,1990,30,Married,Full time
SGP,702070996,1,1,1,2,5,7,6,A religious person,5,Male,1966,54,Single,Self employed
SGP,702070997,1,2,2,1,5,7,5,Not a religious person,5,Female,1972,48,Married,Self employed
SGP,702070998,1,3,3,1,1,10,10,Not a religious person,5,Male,1965,55,Divorced,Part time
SGP,702070999,1,2,2,1,7,5,5,A religious person,,Male,1957,63,Married,Part time
SGP,702071000,1,2,3,1,6,7,4,A religious person,5,Female,1939,81,Widowed,Full time
SGP,702071001,1,2,2,1,6,8,7,Not a religious person,4,Male,1985,35,Married,Full time
SGP,702071002,1,2,2,1,5,6,6,A religious person,5,Female,1961,59,Married,Part time
SGP,702071003,1,2,2,2,8,8,6,An atheist,5,Male,1972,48,Married,Full time
SGP,702071004,1,2,2,1,5,5,5,A religious person,5,Female,1966,54,Married,Homemaker not otherwise employed
SGP,702071005,1,1,1,1,6,6,3,Not a religious person,5,Female,1996,24,Single,Student
SGP,702071006,1,2,1,2,1,7,6,Not a religious person,1,Male,1981,39,Married,Full time
SGP,702071007,1,3,2,1,6,7,6,An atheist,2,Male,1962,58,Married,Full time
SGP,702071008,1,2,2,1,10,8,8,An atheist,6,Male,1985,35,Married,Self employed
SGP,702071009,1,1,3,2,8,8,7,A religious person,7,Male,1963,57,Married,Full time
SGP,702071010,1,2,1,2,8,10,9,A religious person,7,Male,1961,59,Married,Full time
SGP,702071011,1,1,2,2,8,8,8,A religious person,4,Male,1963,57,Married,Full time
SGP,702071012,1,2,2,1,10,10,10,A religious person,6,Male,1955,65,Single,Retired/pensioned
SGP,702071013,2,4,2,4,9,3,1,Not a religious person,5,Male,1945,75,Married,Retired/pensioned
SGP,702071014,1,1,2,2,8,7,6,Not a religious person,4,Female,1962,57,Divorced,Part time
SGP,702071015,1,1,1,1,5,5,5,Not a religious person,,Male,1990,30,Married,Full time
SGP,702071016,1,1,2,1,10,7,7,Not a religious person,5,Female,1990,29,Single,Full time
SGP,702071017,1,3,3,2,5,5,5,A religious person,,Male,1984,36,Married,Homemaker not otherwise employed
SGP,702071018,1,1,3,4,8,8,8,A religious person,5,Female,1983,37,Married,Homemaker not otherwise employed
SGP,702071019,1,1,1,1,9,5,2,A religious person,1,Female,1988,32,Married,Full time
SGP,702071020,1,1,3,1,5,5,6,Not a religious person,5,Male,1972,48,Married,Full time
SGP,702071021,1,2,2,2,7,4,4,Not a religious person,5,Male,1957,62,Divorced,Self employed
SGP,702071022,2,2,2,4,9,9,9,A religious person,6,Female,1954,66,Divorced,Retired/pensioned
SGP,702071023,1,1,1,1,4,5,3,A religious person,,Male,1970,49,Married,Part time
SGP,702071024,1,2,2,2,5,7,6,Not a religious person,,Female,1990,30,Living together as married,Homemaker not otherwise employed
SGP,702071025,1,3,1,1,6,6,4,Not a religious person,7,Female,1977,42,Separated,Full time
SGP,702071026,1,1,3,1,2,1,2,An atheist,7,Male,1960,60,Separated,Unemployed
SGP,702071027,1,1,1,3,6,6,5,Not a religious person,,Male,1936,83,Married,Retired/pensioned
SGP,702071028,1,2,2,2,8,8,8,A religious person,5,Female,1978,41,Married,Homemaker not otherwise employed
SGP,702071029,1,2,2,2,8,8,8,A religious person,8,Female,1967,52,Divorced,Full time
SGP,702071030,1,1,2,2,8,7,7,An atheist,5,Male,1997,22,Single,Student
SGP,702071031,1,1,1,2,8,8,8,Not a religious person,2,Female,1996,23,Single,Full time
SGP,702071032,1,1,2,1,6,8,6,Not a religious person,5,Female,1991,28,Married,Full time
SGP,702071033,1,1,2,2,6,7,6,A religious person,5,Male,1970,49,Married,Full time
SGP,702071034,1,1,1,1,10,10,6,A religious person,3,Female,1989,30,Married,Full time
SGP,702071035,1,2,2,2,5,9,7,A religious person,3,Female,1991,28,Single,Unemployed
SGP,702071036,1,2,1,2,8,10,8,A religious person,5,Female,1984,35,Married,Full time
SGP,702071037,1,3,2,1,7,6,8,Not a religious person,7,Female,1955,64,Widowed,Full time
SGP,702071038,2,1,2,2,6,6,4,Not a religious person,5,Male,1964,56,Divorced,Unemployed
