ID,country,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,political_scale,birthyear,age,religiousity,sex,marital_status,employment
360070306,IDN,1,1,1,1,10,-1,1,10,1955,63,A religious person,Female,Widowed,Homemaker
360070307,IDN,1,2,3,1,8,7,8,2,2000,18,A religious person,Male,Single,Self employed
360070308,IDN,1,2,4,1,10,10,9,10,1999,18,A religious person,Male,Single,Unemployed
360070309,IDN,1,2,1,1,10,9,1,10,1993,24,A religious person,Male,Married,Part time
360070310,IDN,1,1,3,1,7,10,7,10,1965,53,A religious person,Female,Married,Self employed
360070311,IDN,1,2,2,1,8,8,8,7,1987,31,A religious person,Male,Married,Full time
360070312,IDN,1,1,1,1,9,8,5,-1,1967,52,A religious person,Female,Married,Full time
360070313,IDN,1,3,1,1,10,1,1,5,1978,40,Don't know,Female,Divorced,Full time
360070314,IDN,1,2,1,1,10,10,10,-1,1963,55,A religious person,Female,Widowed,Retired/pensioned
360070315,IDN,1,2,3,1,5,5,4,5,1964,54,Not a religious person,Male,Married,Retired/pensioned
360070316,IDN,1,2,1,1,9,8,10,5,1998,20,A religious person,Female,Single,Unemployed
360070317,IDN,1,2,1,1,5,10,5,5,1975,43,A religious person,Male,Married,Self employed
360070318,IDN,1,2,3,1,8,8,5,5,1969,48,A religious person,Male,Married,Self employed
360070319,IDN,1,1,1,1,5,6,5,-1,1978,40,A religious person,Female,Married,Self employed
360070320,IDN,1,1,1,1,7,5,5,-1,1979,39,A religious person,Female,Widowed,Part time
360070321,IDN,1,2,2,1,8,8,6,-1,1961,57,A religious person,Female,Widowed,Retired/pensioned
360070322,IDN,1,1,1,1,9,8,9,5,1990,28,A religious person,Female,Married,Full time
360070323,IDN,1,2,1,1,8,6,5,5,1975,43,A religious person,Female,Widowed,Homemaker
360070324,IDN,1,2,2,1,8,8,7,-1,1983,35,A religious person,Male,Married,Self employed
360070325,IDN,1,1,1,1,5,5,5,-1,1967,51,A religious person,Male,Married,Full time
360070326,IDN,1,3,3,2,6,6,6,6,1958,61,A religious person,Male,Married,Self employed
360070327,IDN,1,1,1,1,7,10,5,6,1994,24,A religious person,Female,Single,Self employed
360070328,IDN,1,2,1,1,8,8,8,5,1967,51,A religious person,Female,Married,Homemaker
360070329,IDN,1,3,2,1,9,9,2,6,1982,36,A religious person,Female,Married,Self employed
360070330,IDN,1,2,3,2,10,10,10,1,1973,45,Don't know,Female,Married,Self employed
360070331,IDN,1,1,2,1,7,5,5,-1,1993,25,A religious person,Male,Single,Full time
360070332,IDN,1,2,2,3,3,3,7,5,1983,35,A religious person,Female,Married,Homemaker
360070333,IDN,1,2,1,1,4,10,5,5,1969,49,A religious person,Female,Married,Part time
360070334,IDN,1,2,2,1,9,10,10,7,1966,52,A religious person,Male,Married,Self employed
360070335,IDN,1,2,1,1,7,8,7,5,1988,30,Don't know,Male,Married,Self employed
360070336,IDN,1,1,1,1,10,6,6,-1,1982,36,A religious person,Male,Married,Self employed
360070337,IDN,1,1,1,1,8,6,3,5,1959,58,A religious person,Female,Married,Self employed
360070338,IDN,1,2,2,3,7,6,6,5,1998,20,Not a religious person,Female,Single,Student
360070339,IDN,1,2,2,1,7,5,5,9,1984,34,A religious person,Male,Married,Self employed
360070340,IDN,1,1,2,1,7,9,9,5,1998,20,A religious person,Female,Single,Unemployed
360070341,IDN,1,2,2,1,8,8,8,5,1974,44,A religious person,Male,Married,Self employed
360070342,IDN,1,1,1,1,10,10,10,-1,1958,59,A religious person,Female,Married,Homemaker
360070343,IDN,1,2,1,1,7,10,9,5,1965,53,A religious person,Female,Married,Self employed
360070344,IDN,1,3,1,1,8,7,5,-1,1955,63,A religious person,Female,Married,Part time
360070345,IDN,1,1,3,1,6,6,4,6,1954,64,A religious person,Male,Married,Unemployed
360070346,IDN,1,1,1,1,8,8,8,5,1968,50,A religious person,Female,Married,Self employed
360070347,IDN,1,1,1,1,8,7,7,6,1951,67,A religious person,Male,Married,Retired/pensioned
360070348,IDN,1,1,2,1,5,7,7,6,1964,54,A religious person,Male,Married,Full time
360070349,IDN,2,2,1,1,8,10,2,8,1964,53,A religious person,Female,Widowed,Self employed
360070350,IDN,1,2,3,1,10,3,3,6,1971,47,Not a religious person,Female,Married,Homemaker
360070351,IDN,1,1,1,1,7,8,8,5,1962,56,A religious person,Female,Married,Homemaker
360070352,IDN,1,2,1,1,6,7,6,5,1976,42,A religious person,Female,Married,Homemaker
360070353,IDN,1,2,1,1,8,5,9,5,1996,22,A religious person,Female,Single,Student
360070354,IDN,1,1,2,2,5,5,4,5,1998,20,A religious person,Female,Single,Self employed
360070355,IDN,1,1,1,1,7,9,10,4,1982,36,A religious person,Female,Married,Self employed
360070356,IDN,1,2,1,1,10,8,9,5,1984,34,A religious person,Female,Married,Homemaker
360070357,IDN,1,1,1,1,7,8,7,6,1994,24,Don't know,Female,Single,Full time
360070358,IDN,1,1,1,1,6,9,8,5,1978,40,Don't know,Female,Married,Homemaker
360070359,IDN,1,1,1,1,10,10,10,8,1968,50,A religious person,Female,Single,Full time
360070360,IDN,1,2,1,1,10,8,8,6,1987,31,A religious person,Female,Married,Self employed
360070361,IDN,1,2,2,1,6,8,7,6,1993,25,Not a religious person,Female,Married,Self employed
360070362,IDN,1,1,1,1,8,7,6,5,1979,39,Not a religious person,Male,Married,Self employed
360070363,IDN,1,2,1,1,10,10,8,8,1986,32,A religious person,Male,Married,Self employed
360070364,IDN,1,1,2,1,10,10,10,10,1996,21,A religious person,Male,Single,Full time
360070365,IDN,1,3,3,1,10,1,1,5,1978,39,A religious person,Female,Married,Self employed
360070366,IDN,1,1,2,1,8,7,7,5,1976,42,A religious person,Male,Married,Self employed
360070367,IDN,1,2,2,1,7,7,7,7,1958,60,A religious person,Male,Married,Retired/pensioned
360070368,IDN,1,2,3,1,7,4,6,-2,1979,39,Not a religious person,Male,Single,Self employed
360070369,IDN,1,1,1,1,8,8,7,8,1974,44,A religious person,Female,Married,Homemaker
360070370,IDN,1,3,2,1,5,8,3,4,1996,22,Not a religious person,Male,Single,Full time
360070371,IDN,1,2,2,1,8,6,4,-1,1979,39,A religious person,Female,Married,Self employed
360070372,IDN,1,1,1,1,7,6,5,5,1999,19,A religious person,Male,Single,Student
360070373,IDN,1,2,3,1,8,9,5,7,1977,41,A religious person,Male,Married,Self employed
360070374,IDN,1,1,1,1,6,8,6,10,1952,66,A religious person,Male,Married,Retired/pensioned
360070375,IDN,1,2,2,1,10,8,8,-1,1978,40,A religious person,Female,Married,Self employed
360070376,IDN,1,2,2,1,10,10,10,-1,1975,42,A religious person,Female,Separated,Self employed
360070377,IDN,1,1,2,1,8,10,7,2,1995,23,A religious person,Male,Single,Full time
360070378,IDN,1,2,2,1,8,9,9,5,1998,20,Not a religious person,Female,Single,Student
360070379,IDN,1,2,3,1,10,8,7,6,1995,22,Not a religious person,Male,Single,Part time
360070380,IDN,2,2,2,2,10,10,10,10,1982,36,A religious person,Female,Married,Homemaker
360070381,IDN,1,1,1,1,7,8,7,5,1978,40,A religious person,Female,Married,Homemaker
360070382,IDN,1,2,3,1,10,5,5,-1,1949,68,A religious person,Male,Married,Retired/pensioned
360070383,IDN,1,3,1,1,7,4,6,4,1959,59,A religious person,Male,Married,Full time
360070384,IDN,1,1,1,3,8,6,5,-1,1979,38,A religious person,Female,Married,Homemaker
360070385,IDN,1,1,2,1,5,5,5,-1,1967,50,Don't know,Female,Married,Homemaker
360070386,IDN,1,3,1,1,8,5,8,5,1970,48,A religious person,Female,Married,Self employed
360070387,IDN,1,2,1,1,8,6,4,-1,1971,46,A religious person,Male,Married,Full time
360070388,IDN,1,3,1,1,7,8,5,4,1977,42,A religious person,Female,Married,Homemaker
360070389,IDN,1,1,1,1,10,9,10,-1,1970,48,A religious person,Female,Married,Self employed
360070390,IDN,1,3,1,1,4,10,2,5,1986,32,A religious person,Female,Married,Homemaker
360070391,IDN,1,1,3,1,10,10,9,7,1948,70,A religious person,Female,Widowed,Self employed
360070392,IDN,1,2,1,1,9,7,6,8,1970,48,A religious person,Male,Married,Self employed
360070393,IDN,1,2,1,1,10,10,6,6,1999,19,A religious person,Male,Married,Self employed
360070394,IDN,1,2,3,1,10,10,5,1,1973,45,A religious person,Female,Married,Self employed
360070395,IDN,1,3,2,1,1,10,10,7,2000,18,A religious person,Female,Married,Homemaker
360070396,IDN,1,2,3,1,7,9,5,9,1966,52,A religious person,Male,Married,Part time
360070397,IDN,1,2,2,1,10,10,5,5,1971,47,A religious person,Male,Married,Self employed
360070398,IDN,1,1,2,1,10,8,7,8,1988,29,A religious person,Female,Married,Full time
360070399,IDN,1,1,3,1,10,4,8,2,1974,44,A religious person,Female,Married,Self employed
360070400,IDN,1,3,3,1,4,7,9,6,1978,40,A religious person,Female,Married,Self employed
360070401,IDN,1,3,1,1,8,6,2,9,1985,33,A religious person,Female,Married,Homemaker
360070402,IDN,1,2,2,1,8,7,7,5,2000,18,Not a religious person,Male,Single,Unemployed
360070403,IDN,1,1,3,1,8,9,9,-1,1969,49,A religious person,Female,Married,Self employed
360070404,IDN,1,2,3,1,5,7,6,7,1983,34,A religious person,Female,Married,Homemaker
360070405,IDN,1,2,1,1,8,8,8,8,1983,35,A religious person,Female,Married,Self employed
360070406,IDN,1,1,1,1,10,9,8,8,1958,60,A religious person,Male,Married,Retired/pensioned
360070407,IDN,1,1,3,1,8,9,8,8,1979,38,A religious person,Male,Married,Full time
360070408,IDN,1,2,2,1,8,9,4,3,1979,39,A religious person,Female,Married,Homemaker
360070409,IDN,1,2,2,1,5,7,3,,1970,48,A religious person,Female,Married,Self employed
360070410,IDN,1,1,2,1,10,10,10,9,1966,52,A religious person,Male,Married,Self employed
360070411,IDN,1,2,3,1,10,3,1,10,1970,48,A religious person,Male,Married,Full time
360070412,IDN,1,3,3,1,3,3,2,3,1990,28,A religious person,Female,Married,Full time
360070413,IDN,1,2,3,1,10,3,1,3,1973,45,A religious person,Male,Married,Self employed
360070414,IDN,1,2,2,1,7,6,9,6,1992,26,A religious person,Male,Married,Self employed
360070415,IDN,1,2,3,1,9,3,1,9,1989,29,Not a religious person,Male,Married,Self employed
360070416,IDN,1,2,2,1,7,9,3,5,1974,44,A religious person,Female,Married,Full time
360070417,IDN,1,2,3,1,8,9,10,8,1999,19,A religious person,Female,Married,Homemaker
360070418,IDN,1,1,1,1,5,8,7,4,1997,20,A religious person,Female,Single,Unemployed
360070419,IDN,1,2,3,1,10,6,5,7,1984,34,A religious person,Male,Single,Self employed
360070420,IDN,1,1,3,1,10,10,6,3,1985,33,A religious person,Female,Married,Homemaker
360070421,IDN,1,2,1,1,5,4,3,5,1973,45,A religious person,Male,Married,Full time
360070422,IDN,1,3,1,1,10,1,1,10,1978,40,A religious person,Female,Married,Full time
360070423,IDN,1,1,1,1,8,8,5,8,1973,45,A religious person,Male,Married,Self employed
360070424,IDN,1,3,2,1,10,10,5,8,1989,29,A religious person,Female,Married,Full time
360070425,IDN,1,3,3,1,3,5,5,4,1979,39,A religious person,Female,Married,Homemaker
360070426,IDN,1,1,1,1,10,1,1,10,1967,51,A religious person,Female,Married,Full time
360070427,IDN,1,2,1,1,10,1,1,7,1960,58,A religious person,Female,Married,Part time
360070428,IDN,1,2,1,1,10,10,4,8,1991,26,A religious person,Female,Married,Self employed
360070429,IDN,2,3,3,1,10,1,5,7,1979,39,A religious person,Male,Married,Full time
360070430,IDN,1,3,3,1,1,5,5,5,1988,30,A religious person,Male,Married,Part time
360070431,IDN,1,3,4,1,10,6,4,-1,1962,56,A religious person,Male,Married,Self employed
360070432,IDN,1,2,2,1,10,10,5,10,1972,45,A religious person,Female,Married,Homemaker
360070433,IDN,1,2,2,1,9,8,8,7,1998,20,A religious person,Female,Married,Homemaker
360070434,IDN,1,2,4,1,6,7,4,5,1990,28,A religious person,Female,Married,Homemaker
360070435,IDN,1,2,3,1,8,6,3,9,1980,38,A religious person,Female,Widowed,Full time
360070436,IDN,1,2,1,1,8,9,5,9,1976,41,A religious person,Female,Married,Self employed
360070437,IDN,1,1,1,1,10,8,9,6,1986,32,A religious person,Male,Married,Full time
360070438,IDN,1,1,2,1,7,8,8,5,1992,26,A religious person,Female,Married,Part time
360070439,IDN,1,1,1,1,1,5,8,6,1956,62,A religious person,Male,Married,Full time
360070440,IDN,1,2,2,2,7,8,8,6,1988,30,A religious person,Female,Divorced,Part time
360070441,IDN,1,2,1,1,10,8,5,1,1980,38,A religious person,Female,Married,Homemaker
360070442,IDN,1,2,2,1,8,7,7,7,1996,22,Not a religious person,Male,Single,Part time
360070443,IDN,1,2,1,1,10,8,10,2,1993,24,A religious person,Female,Married,Homemaker
360070444,IDN,1,2,1,1,6,5,5,3,1991,27,A religious person,Female,Married,Homemaker
360070445,IDN,1,2,1,1,10,7,5,8,1979,38,A religious person,Male,Married,Full time
360070446,IDN,1,2,3,1,4,8,7,-1,1974,43,A religious person,Female,Married,Self employed
360070447,IDN,1,2,1,1,5,10,5,10,1977,40,A religious person,Male,Married,Self employed
360070448,IDN,1,1,1,1,8,8,8,5,1979,39,A religious person,Female,Married,Homemaker
360070449,IDN,1,2,1,1,8,10,10,8,1989,29,Not a religious person,Male,Married,Full time
360070450,IDN,1,1,1,1,8,10,9,10,1977,41,A religious person,Male,Married,Self employed
360070451,IDN,1,2,1,1,9,7,8,10,1990,28,A religious person,Female,Married,Self employed
360070452,IDN,1,3,2,1,10,10,9,10,1992,25,A religious person,Female,Married,Self employed
360070453,IDN,1,2,1,1,10,10,5,10,1958,60,A religious person,Female,Widowed,Full time
360070454,IDN,1,3,4,1,10,6,4,10,1974,43,A religious person,Female,Married,Part time
360070455,IDN,1,2,2,1,4,9,8,5,1983,34,A religious person,Female,Married,Self employed
360070456,IDN,1,2,1,1,8,8,7,5,1989,29,A religious person,Female,Married,Homemaker
360070457,IDN,1,2,1,1,8,10,9,5,1997,20,A religious person,Male,Single,Self employed
360070458,IDN,1,1,3,1,10,9,2,10,1958,60,A religious person,Female,Married,Homemaker
360070459,IDN,1,2,2,1,7,7,5,10,1964,54,A religious person,Male,Married,Self employed
360070460,IDN,1,1,3,1,10,10,10,10,1970,48,A religious person,Male,Married,Self employed
360070461,IDN,1,1,3,1,1,10,10,10,1975,43,A religious person,Male,Married,Self employed
360070462,IDN,1,1,2,1,7,10,7,8,1987,31,A religious person,Female,Married,Homemaker
360070463,IDN,1,2,2,1,10,10,5,10,1973,45,A religious person,Male,Married,Self employed
360070464,IDN,1,2,2,1,8,10,10,7,1984,34,A religious person,Female,Married,Full time
360070465,IDN,1,2,1,1,7,7,7,4,1980,38,A religious person,Male,Married,Self employed
360070466,IDN,1,2,1,1,10,10,10,1,1985,32,A religious person,Female,Married,Homemaker
360070467,IDN,1,2,3,1,1,10,1,10,1971,47,A religious person,Male,Married,Full time
360070468,IDN,1,2,2,1,10,10,1,5,1990,28,A religious person,Female,Married,Self employed
360070469,IDN,1,1,3,1,4,2,3,1,1981,37,A religious person,Male,Married,Self employed
360070470,IDN,1,1,2,1,10,5,5,10,1967,50,A religious person,Male,Married,Self employed
360070471,IDN,1,2,2,1,9,9,2,10,1979,39,A religious person,Male,Married,Self employed
360070472,IDN,1,2,3,1,10,8,6,5,1972,46,A religious person,Male,Married,Self employed
360070473,IDN,1,2,3,1,10,10,5,7,1999,19,A religious person,Male,Single,Unemployed
360070474,IDN,1,2,1,1,6,5,1,6,1985,33,A religious person,Female,Married,Self employed
360070475,IDN,1,1,1,1,8,3,1,8,1971,47,A religious person,Female,Married,Self employed
360070476,IDN,1,1,2,1,10,10,10,8,1957,61,A religious person,Male,Married,Self employed
360070477,IDN,1,1,1,1,7,4,3,8,2000,18,A religious person,Female,Single,Unemployed
360070478,IDN,1,1,2,1,8,2,3,5,1968,50,A religious person,Female,Divorced,Part time
360070479,IDN,1,1,1,1,7,7,7,6,1984,34,A religious person,Male,Married,Full time
360070480,IDN,1,2,3,1,8,5,6,6,1967,50,A religious person,Male,Married,Part time
360070481,IDN,1,1,2,1,8,9,8,8,1954,64,A religious person,Male,Married,Retired/pensioned
360070482,IDN,1,2,3,1,8,6,9,5,1967,51,A religious person,Female,Married,Homemaker
360070483,IDN,1,1,1,1,8,10,6,7,1990,27,A religious person,Female,Married,Self employed
360070484,IDN,1,2,3,1,10,10,8,7,1985,33,A religious person,Female,Married,Self employed
360070485,IDN,1,1,1,1,7,8,10,8,1974,44,Don't know,Male,Married,Self employed
360070486,IDN,1,2,2,1,8,9,9,5,1987,30,A religious person,Female,Married,Self employed
360070487,IDN,1,1,1,1,10,5,8,-1,1952,66,A religious person,Male,Divorced,Retired/pensioned
360070488,IDN,1,2,1,1,3,8,5,5,1976,42,A religious person,Male,Married,Full time
360070489,IDN,1,1,1,1,7,10,10,5,1988,29,A religious person,Female,Married,Full time
360070490,IDN,1,2,3,1,7,4,3,7,1944,74,A religious person,Female,Widowed,Unemployed
360070491,IDN,1,1,1,1,5,5,3,7,1965,52,A religious person,Male,Married,Self employed
360070492,IDN,1,1,3,1,10,7,7,6,1989,28,A religious person,Male,Single,Self employed
360070493,IDN,1,1,1,1,10,10,1,8,1984,34,A religious person,Male,Married,Full time
360070494,IDN,1,2,1,1,10,5,5,10,1976,41,A religious person,Female,Married,Full time
360070495,IDN,2,4,1,2,9,9,10,9,1999,18,A religious person,Male,Single,Self employed
360070496,IDN,1,1,1,1,8,8,7,10,1987,31,A religious person,Male,Married,Full time
360070497,IDN,1,2,2,1,10,10,8,5,1973,45,A religious person,Male,Married,Self employed
360070498,IDN,1,1,3,2,8,8,9,6,1992,26,A religious person,Male,Single,Part time
360070499,IDN,1,1,1,1,7,7,7,7,1983,34,Not a religious person,Male,Married,Full time
360070500,IDN,1,1,2,1,10,4,8,10,1982,35,A religious person,Female,Married,Self employed
360070501,IDN,1,2,2,1,8,6,8,5,1980,38,A religious person,Female,Married,Full time
360070502,IDN,1,1,1,1,10,10,10,6,1984,34,A religious person,Female,Married,Full time
360070503,IDN,1,1,1,1,10,7,2,10,1977,41,A religious person,Female,Married,Self employed
360070504,IDN,1,3,2,1,2,9,1,9,1976,42,A religious person,Female,Married,Homemaker
360070505,IDN,1,2,2,1,7,10,10,5,1989,28,A religious person,Male,Married,Full time
360070506,IDN,1,1,4,1,6,1,7,6,1983,34,A religious person,Female,Married,Homemaker
360070507,IDN,1,1,3,1,10,10,1,1,1978,40,Not a religious person,Male,Married,Self employed
360070508,IDN,2,1,1,1,10,1,1,1,1964,54,A religious person,Male,Divorced,Self employed
360070509,IDN,1,1,3,1,10,10,1,7,1971,46,A religious person,Male,Married,Full time
360070510,IDN,1,2,3,1,10,10,8,9,1966,52,A religious person,Female,Married,Self employed
360070511,IDN,1,1,1,1,8,8,8,5,1978,39,A religious person,Female,Married,Full time
360070512,IDN,1,1,2,1,5,10,10,8,1999,19,A religious person,Male,Single,Student
360070513,IDN,1,2,3,1,3,5,3,9,1965,54,A religious person,Male,Married,Self employed
360070514,IDN,1,2,1,1,10,8,8,6,1972,46,A religious person,Female,Married,Homemaker
360070515,IDN,3,1,2,1,7,5,5,6,1960,58,A religious person,Male,Separated,Self employed
360070516,IDN,1,2,2,1,10,9,10,8,1962,56,A religious person,Male,Married,Full time
360070517,IDN,1,1,2,1,10,1,1,1,1983,34,A religious person,Female,Married,Homemaker
360070518,IDN,1,1,2,1,10,10,10,10,1989,29,A religious person,Female,Married,Self employed
360070519,IDN,1,2,1,1,8,8,7,-1,1958,59,A religious person,Male,Married,Full time
360070520,IDN,1,2,1,1,10,10,10,10,1963,54,A religious person,Female,Widowed,Homemaker
360070521,IDN,1,1,1,1,7,8,8,7,1978,39,A religious person,Female,Married,Full time
360070522,IDN,1,2,3,1,10,10,10,10,1942,76,A religious person,Male,Married,Unemployed
360070523,IDN,1,2,1,1,8,9,8,7,1992,25,A religious person,Female,Married,Full time
360070524,IDN,1,1,1,1,2,10,7,10,1995,23,Not a religious person,Male,Single,Full time
360070525,IDN,1,1,1,1,8,10,7,4,1977,41,A religious person,Female,Married,Self employed
360070526,IDN,1,2,1,1,8,8,8,10,1972,46,A religious person,Female,Married,Full time
360070527,IDN,1,2,1,1,6,5,5,1,1968,50,A religious person,Female,Divorced,Self employed
360070528,IDN,1,2,3,1,10,10,8,10,1984,33,A religious person,Female,Married,Homemaker
360070529,IDN,1,2,2,1,7,7,7,6,1977,41,A religious person,Female,Married,Full time
360070530,IDN,1,2,2,1,10,10,8,5,1956,62,A religious person,Female,Widowed,Homemaker
360070531,IDN,1,1,2,1,10,10,10,1,1961,57,A religious person,Male,Married,Self employed
360070532,IDN,1,2,1,1,5,5,5,-1,1977,41,A religious person,Female,Married,Part time
